CO_PER_ROL,YEAR,CUSIP,CONAME,EXEC_FNAME,EXEC_LNAME,TWITTER,T_NAME,Search Date,company related,personal related,Note,
49390,2017,69325Q10,PCTEL INC,David,Neumann,X,X,2018/12/18,,,https://www.linkedin.com/in/emaginecom/,
37973,2017,69327R10,PDC ENERGY INC,Barton,Brookman,X,X,2018/12/18,,,,
56323,2017,69328210,PDF SOLUTIONS INC,John,Kibarian,X,X,2018/12/18,,,???????????https://twitter.com/johnkibarian,
37909,2017,69329Y10,PDL BIOPHARMA INC,John,McLaughlin,X,X,2018/12/18,,,https://www.linkedin.com/in/john-mclaughlin-5980116/,
49118,2017,70455110,PEABODY ENERGY CORP,Glenn,Kellow,X,X,2018/12/18,,,,
54916,2017,70756910,PENN NATIONAL GAMING INC,Timothy,Wilmott,X,X,2018/12/18,,,https://www.linkedin.com/in/tim-wilmott-75b59611/,
45274,2017,70788V10,PENN VIRGINIA CORP,John,Brooks,X,X,2018/12/18,,,https://www.linkedin.com/in/johnallanbrooks/,
50097,2017,70816010,PENNEY (J C) CO,Marvin,Ellison,https://twitter.com/MarvinREllison,MarvinREllison,2018/12/18,20(????????????,0,https://www.linkedin.com/in/marvin-ellison-715b1a131/,
34964,2017,70910210,PENNSYLVANIA RE INVS TRUST,Joseph,Coradino,X,X,2018/12/18,,,https://www.linkedin.com/in/joseph-coradino-b66043a/,
58528,2017,70931T10,PENNYMAC MORTGAGE INVEST TR,David,Spector,X,X,2018/12/18,,,,
18518,2017,G7S00T10,PENTAIR PLC,Randall,Hogan,X,X,2018/12/18,,,,
39384,2017,71270410,PEOPLE'S UNITED FINL INC,John,Barnes,X,X,2018/12/18,,,,
18812,2017,71344810,PEPSICO INC,Indra,Nooyi,https://twitter.com/indranooyi,IndraNooyi,2018/12/18,14,6,,
34971,2017,71375U10,PERFICIENT INC,Jeffrey,Davis,X,X,2018/12/18,,,https://www.linkedin.com/in/jeff-davis-73405a28/,
53696,2017,71377A10,PERFORMANCE FOOD GROUP CO,George,Holm,X,X,2018/12/18,,,,
18883,2017,71404610,PERKINELMER INC,Robert,Friel,X,X,2018/12/18,,,,
20372,2017,G9782210,PERRIGO CO PLC,John,Hendrickson,X,X,2018/12/18,,,,
31348,2017,71638210,PETMED EXPRESS INC,Menderes,Akdag,X,X,2018/12/18,,,https://www.linkedin.com/in/menderes-akdag-b310023a/,
34985,2017,71674830,PETROQUEST ENERGY INC,Charles,Goodson,X,X,2018/12/18,,,,
32234,2017,71708110,PFIZER INC,Ian,Read,X,X,2018/12/8,,,,
52548,2017,69331C10,PG&E CORP,Geisha,Williams,X,X,2018/12/8,,,,
49405,2017,69336V10,PGT INNOVATIONS INC,Rodney,Hershberger,https://twitter.com/rod_hershberger,rod_hershberger,2018/12/8,6,10,????????,
47532,2017,69332020,PHH CORP,Robert,Crowl,X,X,2018/12/8,,,https://www.linkedin.com/in/rob-crowl-203557a/,
51756,2017,71742Q10,PHIBRO ANIMAL HEALTH CORP,Jack,Bendheim,X,X,2018/12/8,,,https://www.linkedin.com/in/jack-bendheim-b205754/,
37136,2017,71817210,PHILIP MORRIS INTERNATIONAL,Andr,Calantzopoulos,X,X,2018/12/8,,,,
46392,2017,71854610,PHILLIPS 66,Greg,Garland,X,X,2018/12/8,,,,
39324,2017,71940510,PHOTRONICS INC,Peter,Kirlin,X,X,2018/12/8,,,,
59963,2017,72027910,PIER 1 IMPORTS INC/DE,Alasdair,James,X,X,2018/12/8,,,https://www.linkedin.com/in/alasdairjames/,
45406,2017,72147K10,PILGRIM'S PRIDE CORP,William,Lovette,X,X,2018/12/8,,,https://www.linkedin.com/in/bill-lovette-b3b20014/,
43703,2017,72348Y10,PINNACLE ENTERTAINMENT INC,Anthony,Sanfilippo,X,X,2018/12/8,,,https://www.linkedin.com/in/anthony-sanfilippo-84930117/,
38655,2017,72346Q10,PINNACLE FINL PARTNERS INC,Michael,Turner,X,X,2018/12/8,,,https://www.linkedin.com/in/michael-turner-2ab361b4/,
27518,2017,72348410,PINNACLE WEST CAPITAL CORP,Donald,Brandt,X,X,2018/12/8,,,,
35007,2017,72366410,PIONEER ENERGY SERVICES CORP,William,Locke,X,X,2018/12/8,,,https://www.linkedin.com/in/stacy-locke-9631a9163/,
14675,2017,72378710,PIONEER NATURAL RESOURCES CO,Timothy,Dove,X,X,2018/12/8,,,,
9093,2017,72407810,PIPER JAFFRAY COS,Andrew,Duff,X,X,2018/12/8,,,,
47092,2017,72447910,PITNEY BOWES INC,Marc,Lautenbach,X,X,2018/12/8,,,,
46177,2017,72749310,PLANTRONICS INC,Joseph,Burton,https://twitter.com/joebburton,JoeBBurton,2018/12/8,20,0,,
25023,2017,69347510,PNC FINANCIAL SVCS GROUP INC,William,Demchak,X,X,2018/12/8,,,https://www.linkedin.com/in/william-demchak-b4b74b58/,
35023,2017,69349H10,PNM RESOURCES INC,Patricia,Vincent-Collawn,X,X,2018/12/8,,,,
36965,2017,73106810,POLARIS INDUSTRIES INC,Scott,Wine,X,X,2018/12/8,,,https://www.linkedin.com/in/scott-wine-bb67844/,
37306,2017,73179P10,POLYONE CORP,Robert,Patterson,X,X,2018/12/8,,,,
19940,2017,73278L10,POOL CORP,Manuel,Perez de la Mesa,X,X,2018/12/8,,,,
43641,2017,73317470,POPULAR INC,Ignacio,Alvarez,X,X,2018/12/8,,,,
46608,2017,73744610,POST HOLDINGS INC,Robert,Vitale,X,X,2018/12/8,,,,
33003,2017,73763010,POTLATCHDELTIC CORP,Michael,Covey,X,X,2018/12/8,,,https://www.linkedin.com/in/mike-covey-00689930/,
53891,2017,73912810,POWELL INDUSTRIES INC,Brett,Cope,X,X,2018/12/8,,,https://www.linkedin.com/in/brett-cope-4a050b3/,
21876,2017,73927610,POWER INTEGRATIONS INC,Balu,Balakrishnan,X,X,2018/12/8,,,,
43368,2017,69350610,PPG INDUSTRIES INC,Michael,McGarry,X,X,2018/12/8,,,,
34214,2017,69351T10,PPL CORP,William,Spence,X,X,2018/12/8,,,,
36377,2017,69354N10,PRA GROUP INC,Kevin,Stevenson,X,X,2018/12/8,,,https://www.linkedin.com/in/kevin-stevenson-0a27a152/,
60380,2017,69354M10,PRA HEALTH SCIENCES INC,Colin,Shannon,https://twitter.com/mrcolinshannon,MrColinShannon,2018/12/8,20,0,https://www.linkedin.com/in/colin-shannon-9a4106a6/,
23521,2017,74005P10,PRAXAIR INC,Stephen,Angel,X,X,2018/12/8,,,,
49362,2017,69357C50,PRGX GLOBAL INC,Ronald,Stewart,X,X,2018/12/8,,,https://www.linkedin.com/in/ron-stewart-84a8a220/,
33964,2017,74144T10,PRICE (T. ROWE) GROUP,William,Stromberg,X,X,2018/12/8,,,,
46621,2017,74164M10,PRIMERICA INC,Glenn,Williams,X,X,2018/12/8,,,,
39838,2017,74251V10,PRINCIPAL FINANCIAL GRP INC,Daniel,Houston,X,X,2018/12/8,,,https://www.linkedin.com/in/dan-houston-3472495/,
35030,2017,74267C10,PROASSURANCE CORP,William,Starnes,X,X,2018/12/8,,,,
51587,2017,74271810,PROCTER & GAMBLE CO,David,Taylor,X,X,2018/12/8,,,https://www.linkedin.com/in/davidtaylorpg/,
54437,2017,74318710,PROGENICS PHARMACEUTICAL INC,Mark,Baker,X,X,2018/12/8,,,https://www.linkedin.com/in/mark-baker-28806ab/,
54830,2017,74331210,PROGRESS SOFTWARE CORP,Yogesh,Gupta,https://twitter.com/yogeshgupta1,yogeshgupta1,2018/12/8,14,6,https://www.linkedin.com/in/ygupta/,
37026,2017,74331510,PROGRESSIVE CORP-OHIO,Susan,Griffith,X,X,2018/12/8,,,,
45583,2017,74340W10,PROLOGIS INC,Hamid,Moghadam,X,X,2018/12/8,,,,
59392,2017,74347M10,PROPETRO HOLDING CORP,Dale,Redman,X,X,2018/12/8,,,https://www.linkedin.com/in/dale-redman-22975256/,
30227,2017,74360610,PROSPERITY BANCSHARES INC,David,Zalman,X,X,2018/12/8,,,,
23994,2017,74367410,PROTECTIVE LIFE CORP,Richard,Bielen,X,X,2018/12/8,,,,
52397,2017,74371310,PROTO LABS INC,Victoria,Holt,https://twitter.com/vickimholt,VickiMHolt,2018/12/8,20,0,https://www.linkedin.com/in/victoriamholt/,
53340,2017,74381510,PROVIDENCE SERVICE CORP,James,Lindstrom,X,X,2018/12/8,,,,
43189,2017,74386T10,PROVIDENT FINANCIAL SVCS INC,Christopher,Martin,X,X,2018/12/8,,,,
24119,2017,74432010,PRUDENTIAL FINANCIAL INC,John,Strangfeld,https://twitter.com/John_Strangfeld,John_Strangfeld,2018/12/8,,,????????????????,
31539,2017,69360J10,PS BUSINESS PARKS,Maria,Hawthorne,X,X,2018/12/8,,,https://www.linkedin.com/in/maria-hawthorne-1051536/,
24935,2017,69370C10,PTC INC,James,Heppelmann,https://twitter.com/jimheppelmann,JimHeppelmann,2018/12/8,17,3,,
29526,2017,74457310,PUBLIC SERVICE ENTRP GRP INC,Ralph,Izzo,X,X,2018/12/8,,,,
27509,2017,74460D10,PUBLIC STORAGE,Ronald,Havner,X,X,2018/12/8,,,,
37747,2017,74466310,PUBLIX SUPER MARKETS INC,Randall,Jones,X,X,2018/12/8,,,,
35503,2017,74531093,PUGET ENERGY INC,Kimberly,Harris,X,X,2018/12/8,,,,
50593,2017,74586710,PULTEGROUP INC,Ryan,Marshall,X,X,2018/12/8,,,,
19396,2017,69365610,PVH CORP,Emanuel,Chirico,X,X,2018/12/8,,,https://www.linkedin.com/in/mannychirico/,
44024,2017,74733V10,QEP RESOURCES INC,Charles,Stanley,X,X,2018/12/8,,,https://www.linkedin.com/in/charles-b-stanley-85496040/,
24594,2017,74731610,QUAKER CHEMICAL CORP,Michael,Barry,X,X,2018/12/8,,,https://www.linkedin.com/in/michael-barry-382b9814/,
38760,2017,74752510,QUALCOMM INC,Steven,Mollenkopf,https://twitter.com/stevemollenkopf,stevemollenkopf,2018/12/8,11,2,,
54869,2017,74754510,QUALITY CARE PROPERTIES INC,Mark,Ordan,X,X,2018/12/8,,,,
52092,2017,74758T30,QUALYS INC,Philippe,Courtot,https://twitter.com/pcourtot,pcourtot,2018/12/8,0,2,"following, followers??????????ceo",
48281,2017,74761910,QUANEX BUILDING PRODUCTS,William,Griffiths,X,X,2018/12/8,,,https://www.linkedin.com/in/bill-griffiths/,
45671,2017,7.48E+14,QUANTA SERVICES INC,Earl,Austin,X,X,2018/12/8,,,,
47341,2017,74834L10,QUEST DIAGNOSTICS INC,Stephen,Rusckowski,X,X,2018/12/8,,,,
46286,2017,74874Q10,QUINSTREET INC,Douglas,Valenti,"https://twitter.com/dougquinstreet, https://twitter.com/dvalentiquinstr, https://twitter.com/dougvquinstreet","dougquinstreet, dvalentiquinstr, dougvquinstreet",2018/12/8,0,0,????????id?????,
53245,2017,7.49E+14,QUORUM HEALTH CORP,Thomas,Miller,X,X,2018/12/8,,,,
59275,2017,75023610,RADIAN GROUP INC,Richard,Thornberry,X,X,2018/12/8,,,,
33045,2017,75045910,RADISYS CORP,Brian,Bronson,https://twitter.com/bronsonradisys,BronsonRadisys,2018/12/8,12,8,https://www.linkedin.com/in/brian-bronson-965b3619/,
60412,2017,75121210,RALPH LAUREN CORP,Patrice Jean,Louvet,https://twitter.com/patrice_louvet,patrice_louvet,2018/12/8,0,0,following?????????https://www.linkedin.com/in/patrice-louvet/,
46884,2017,75091710,RAMBUS INC,Ronald,Black,X,X,2018/12/8,,,https://www.linkedin.com/in/rondblack/,
55232,2017,75145220,RAMCO-GERSHENSON PROPERTIES,Dennis,Gershenson,X,X,2018/12/8,,,https://www.linkedin.com/in/dennis-gershenson-8b479b1b/,
35381,2017,75281A10,RANGE RESOURCES CORP,Jeffrey,Ventura,X,X,2018/12/8,,,,
53571,2017,75421210,RAVEN INDUSTRIES INC,Daniel,Rykhus,X,X,2018/12/8,,,https://www.linkedin.com/in/dan-rykhus-20151a9/,
43080,2017,75473010,RAYMOND JAMES FINANCIAL CORP,Paul,Reilly,X,X,2018/12/8,,,https://www.linkedin.com/in/paul-reilly-36290b/,
49628,2017,75508B10,RAYONIER ADVANCED MATERIALS,Paul,Boynton,X,X,2018/12/8,,,,
50528,2017,75490710,RAYONIER INC,David,Nunes,X,X,2018/12/8,,,,
48792,2017,75511150,RAYTHEON CO,Thomas,Kennedy,X,X,2018/12/8,,,https://www.linkedin.com/in/thomasakennedy1/,
52168,2017,75524W10,RE/MAX HOLDINGS INC,David,Liniger,https://twitter.com/daveliniger,DaveLiniger,2018/12/8,0,20,,
43920,2017,75610910,REALTY INCOME CORP,John,Case,X,X,2018/12/8,,,,
47411,2017,75689M10,RED ROBIN GOURMET BURGERS,Denny,Post,https://twitter.com/dposted,DPosted,2018/12/8,18,2,,
30519,2017,75875010,REGAL BELOIT CORP,Mark,Gliebe,X,X,2018/12/7,,,https://www.linkedin.com/in/mark-gliebe-33394614/,
29781,2017,75884910,REGENCY CENTERS CORP,Martin,Stein,X,X,2018/12/7,,,,
7995,2017,75886F10,REGENERON PHARMACEUTICALS,Leonard,Schleifer,https://twitter.com/RegeneronLen,RegeneronLen,2018/12/7,0,0,id????????FOLLOWERS?????????????????,
60398,2017,75901B10,REGENXBIO INC,Kenneth,Mills,X,X,2018/12/7,,,,
34837,2017,7591EP10,REGIONS FINANCIAL CORP,O. B.,Hall,X,X,2018/12/7,,,,
47847,2017,75893210,REGIS CORP/MN,Daniel,Hanrahan,X,X,2018/12/7,,,https://www.linkedin.com/in/dan-hanrahan-9a8176120/,
52801,2017,75935160,REINSURANCE GROUP AMER INC,Anna,Manning,X,X,2018/12/7,,,https://www.linkedin.com/in/anna-manning-289a323b/,
15655,2017,75950910,RELIANCE STEEL & ALUMINUM CO,Gregg,Mollins,X,X,2018/12/7,,,,
48225,2017,G7496G10,RENAISSANCERE HOLDINGS LTD,Kevin,O'Donnell,X,X,2018/12/7,,,,
60319,2017,75972A30,RENEWABLE ENERGY GROUP INC,Daniel,Oh,X,X,2018/12/7,,,,
36115,2017,76009N10,RENT-A-CENTER INC,Mark,Speese,X,X,2018/12/7,,,,
50641,2017,75991610,REPLIGEN CORP,Anthony,Hunt,X,X,2018/12/7,,,https://www.linkedin.com/in/tony-hunt-a9399a4/,
37225,2017,76075910,REPUBLIC SERVICES INC,Donald,Slager,X,X,2018/12/7,,,https://www.linkedin.com/in/don-slager/,
47964,2017,76115210,RESMED INC,Michael,Farrell,https://twitter.com/resmedmick,ResMedMick,2018/12/7,14,6,,
45817,2017,76131D10,RESTAURANT BRANDS INTL INC,Daniel,Schwartz,X,X,2018/12/7,,,,
49428,2017,76131N10,RETAIL OPPORTUNITY INVTS CP,Stuart,Tanz,X,X,2018/12/7,,,https://www.linkedin.com/in/stuart-tanz-2a04448/,
51309,2017,76162410,REX AMERICAN RESOURCES CORP,Zafar,Rizvi,X,X,2018/12/7,,,https://www.linkedin.com/in/zafar-rizvi-07a27910/,
49764,2017,76156550,REX ENERGY CORP,Thomas,Stabley,https://twitter.com/tomstabley,tomstabley,2018/12/7,0,0,https://www.linkedin.com/in/thomas-stabley-723743129/?locale=zh_CN,
58485,2017,76680V10,RING ENERGY INC,Kelly,Hoffman,X,X,2018/12/7,,,,
22492,2017,76775410,RITE AID CORP,John,Standley,X,X,2018/12/7,,,,
18430,2017,74960710,RLI CORP,Jonathan,Michael,X,X,2018/12/7,,,https://www.linkedin.com/in/jonathan-michael-8ab73a14/,
60439,2017,76973Q10,ROADRUNNER TRANS SYSTEMS INC,Curtis,Stoelting,https://twitter.com/curt_stoelting,curt_stoelting,2018/12/7,protected,protected,,
11782,2017,77032310,ROBERT HALF INTL INC,Harold,Messmer,X,X,2018/12/7,,,https://www.linkedin.com/in/harold-m-messmer-23831734/,
48142,2017,77390310,ROCKWELL AUTOMATION,Blake,Moret,https://twitter.com/BlakeDMoret,BlakeDMoret,2018/12/7,protected,protected,,
33840,2017,77434110,ROCKWELL COLLINS INC,Robert,Ortberg,https://twitter.com/rkortberg,rkortberg,2018/12/7,0,0,???????FOLLOWING???????,
45303,2017,77513310,ROGERS CORP,Bruce,Hoechner,X,X,2018/12/7,,,https://www.linkedin.com/in/bruce-hoechner-60848414/,
3817,2017,77571110,ROLLINS INC,Gary,Rollins,X,X,2018/12/7,,,,
30933,2017,77829610,ROSS STORES INC,Barbara,Rentler,https://twitter.com/BarbaraRentler,BarbaraRentler,2018/12/6,protected,protected,,
43381,2017,G7665A10,ROWAN COS PLC,Thomas,Burke,X,X,2018/12/6,,,https://www.linkedin.com/in/thomas-burke-375291/,
49916,2017,V7780T10,ROYAL CARIBBEAN CRUISES LTD,Richard,Fain,https://twitter.com/richard00857062,richard00857062,2018/12/6,0,1,https://www.linkedin.com/in/richardfain/,
46108,2017,78028710,ROYAL GOLD INC,Tony,Jensen,X,X,2018/12/6,,,,
60436,2017,78112T20,RUBICON TECHNOLOGY INC,Timothy,Brog,X,X,2018/12/6,,,https://www.linkedin.com/in/timothy-brog-a2599/,
33230,2017,78127010,RUDOLPH TECHNOLOGIES INC,Michael,Plisinski,X,X,2018/12/6,,,https://www.linkedin.com/in/michael-plisinski-71130b5/,
38672,2017,78333210,RUTHS HOSPITALITY GROUP INC,Michael,O'Donnell,X,X,2018/12/6,,,,
34242,2017,78354910,RYDER SYSTEM INC,Robert,Sanchez,X,X,2018/12/6,,,,
46695,2017,78375410,RYERSON HOLDING CORP,Edward,Lehner,https://twitter.com/eddielehner,EddieLehner,2018/12/6,1,9,https://www.linkedin.com/in/edward-lehner-9962b67/,
36592,2017,78385910,S & T BANCORP INC,Todd,Brice,https://twitter.com/ToddBrice_,ToddBrice_,2018/12/6,0,0,,
48434,2017,78409V10,S&P GLOBAL INC,Douglas,Peterson,X,X,2018/12/6,,,,
46287,2017,78573L10,SABRA HEALTH CARE REIT INC,Richard,Matros,X,X,2018/12/6,,,https://www.linkedin.com/in/rick-matros-09735716a/,
54781,2017,78573M10,SABRE CORP,Sean,Menke,X,X,2018/12/6,,,https://www.linkedin.com/in/sean-menke/,
33187,2017,78644920,SAFEGUARD SCIENTIFICS INC,Stephen,Zarrilli,https://twitter.com/sz135,sz135,2018/12/6,0,3,https://www.linkedin.com/in/stevezarrilli/,
42447,2017,78648T10,SAFETY INSURANCE GROUP INC,George,Murphy,X,X,2018/12/6,,,,
48025,2017,78709Y10,SAIA INC,Richard,O'Dell,X,X,2018/12/6,,,,
37655,2017,79466L30,SALESFORCE.COM INC,Marc,Benioff,https://twitter.com/benioff,Benioff,2018/12/6,10,10,,
36410,2017,80001310,SANDERSON FARMS INC,Joe,Sanderson,X,X,2018/12/6,,,,
54849,2017,80042210,SANFILIPPO JOHN B&SON,Jeffrey,Sanfilippo,X,X,2018/12/5,,,,
8663,2017,80105610,SANMINA CORP,Jure,Sola,X,X,2018/12/5,,,,
52678,2017,80299Z00,SANTANDER HOLDINGS USA INC,Scott,Powell,X,X,2018/12/5,,,https://www.linkedin.com/in/scott-powell-27176310/,
43139,2017,80439510,SAUL CENTERS INC,Bernard,Saul,X,X,2018/12/5,,,,
55769,2017,78410G10,SBA COMMUNICATIONS CORP,Jeffrey,Stoops,X,X,2018/12/5,,,,
14472,2017,80589M10,SCANA CORP,Kevin,Marsh,X,X,2018/12/5,,,,
36414,2017,80603710,SCANSOURCE INC,Michael,Baur,https://twitter.com/scanman57,scanman57,2018/12/5,protected,protected,https://www.linkedin.com/in/mike-baur-281b85a/,
23085,2017,80640710,SCHEIN (HENRY) INC,Stanley,Bergman,X,X,2018/12/5,,,https://www.linkedin.com/in/stanley-bergman-1b05a48b/,
39157,2017,80685710,SCHLUMBERGER LTD,Paal,Kibsgaard,https://twitter.com/PaalKibsgaard,PaalKibsgaard ?,2018/12/5,,,?????????????????,
49694,2017,80786410,SCHOOL SPECIALTY INC,Joseph,Yorio,X,X,2018/12/5,,,https://www.linkedin.com/in/josephyorio/,
36507,2017,80819410,SCHULMAN (A.) INC,Joseph,Gingo,X,X,2018/12/5,,,,
30592,2017,80851310,SCHWAB (CHARLES) CORP,Walter,Bettinger,https://twitter.com/waltbettinger,WaltBettinger,2018/12/5,14,6,,
60165,2017,80854110,SCHWEITZER-MAUDUIT INTL INC,Jeffrey,Kramer,X,X,2018/12/5,,,https://www.linkedin.com/in/jeff-kramer-56561414/,
47904,2017,80862510,SCIENCE APPLICATIONS INTL CP,Anthony,Moraco,X,X,2018/12/5,,,https://www.linkedin.com/in/tony-moraco-49a7368/,
55210,2017,80874P10,SCIENTIFIC GAMES CORP,Kevin,Sheehan,https://twitter.com/kevinsheehan_sg,kevinsheehan_sg,2018/12/5,0,0,"???????????????????????,??page doesn't exist",
11735,2017,81018610,SCOTTS MIRACLE-GRO CO,James,Hagedorn,https://twitter.com/OldCrowP51,OldCrowP51,2018/12/5,1,0,,
37046,2017,81106510,SCRIPPS NETWORKS INTERACTIVE,Kenneth,Lowe,X,X,2018/12/4,,,,
57734,2017,81170780,SEACOAST BANKING CORP/FL,Dennis,Hudson,https://twitter.com/denny_hudson,denny_hudson,2018/12/4,2,17,????????????,
17501,2017,81190410,SEACOR HOLDINGS INC,Charles,Fabrikant,X,X,2018/12/4,,,,
26698,2017,G7945M10,SEAGATE TECHNOLOGY PLC,Stephen,Luczo,https://twitter.com/steveluczo,SteveLuczo,2018/12/4,6,14,,
47102,2017,81211K10,SEALED AIR CORP,Jerome,Peribere,https://twitter.com/JeromePeribere,JeromePeribere,2018/12/4,0,0,followers??????????????????????????https://www.linkedin.com/in/jeromeperibere/,
47031,2017,81235010,SEARS HOLDINGS CORP,Edward,Lampert,X,X,2018/12/4,,,,
10417,2017,78411710,SEI INVESTMENTS CO,Alfred,West,https://twitter.com/alfred_west,alfred_west,2018/12/4,0,0,,
29110,2017,81607440,SEITEL INC,Robert,Monson,X,X,2018/12/4,,,https://www.linkedin.com/in/robert-monson-a1548033/,
49954,2017,81619Q10,SELECT MEDICAL HOLDINGS CORP,David,Chernow,X,X,2018/12/4,,,,
7762,2017,81630010,SELECTIVE INS GROUP INC,Gregory,Murphy,X,X,2018/12/4,,,,
9078,2017,81685110,SEMPRA ENERGY,Debra,Reed,X,X,2018/12/4,,,,
33382,2017,81685010,SEMTECH CORP,Mohan,Maheswaran,X,X,2018/12/4,,,https://www.linkedin.com/in/mohan-maheswaran-88905515/,
31561,2017,81721M10,SENIOR HOUSING PPTYS TRUST,David,Hegarty,X,X,2018/12/4,,,https://www.linkedin.com/in/david-hegarty-163a8146/,
45361,2017,81725T10,SENSIENT TECHNOLOGIES CORP,Paul,Manning,X,X,2018/12/4,,,https://www.linkedin.com/in/paul-manning-1340562/,
26088,2017,81756510,SERVICE CORP INTERNATIONAL,Thomas,Ryan,X,X,2018/12/4,,,,
52666,2017,81768T10,SERVISFIRST BANCSHARES INC,Thomas,Broughton,X,X,2018/12/3,,,,
53916,2017,81904710,SHAKE SHACK INC,Randall,Garutti,https://twitter.com/randygarutti,randygarutti,2018/12/3,15,5,https://www.linkedin.com/in/randy-garutti-8870502/,
21056,2017,82434810,SHERWIN-WILLIAMS CO,John,Morikis,X,X,2018/12/3,,,,
15279,2017,82488910,SHOE CARNIVAL INC,Clifton,Sifford,X,X,2018/12/3,,,https://www.linkedin.com/in/clifton-sifford-36088a164/,
55114,2017,82568P30,SHUTTERFLY INC,Christopher,North,X,X,2018/12/3,,,,
53515,2017,82569010,SHUTTERSTOCK INC,Jonathan,Oringer,https://twitter.com/jonoringer,jonoringer,2018/12/3,9,11,,
38680,2017,82656510,SIGMA DESIGNS INC,Thinh,Tran,X,X,2018/12/3,,,https://www.linkedin.com/in/thinh-tran-21773b74/,
44910,2017,82669G10,SIGNATURE BANK/NY,Joseph,DePaolo,X,X,2018/12/3,,,,
44836,2017,G8127610,SIGNET JEWELERS LTD,Mark,Light,X,X,2018/12/3,,,,
39648,2017,82704810,SILGAN HOLDINGS INC,Anthony,Allott,X,X,2018/12/3,,,,
45718,2017,82691910,SILICON LABORATORIES INC,G.,Tuttle,https://twitter.com/gttuttle,gttuttle,2018/12/3,9,11,https://www.linkedin.com/in/tuttle/,
59979,2017,82836G10,SILVERBOW RESOURCES INC,Sean,Woolverton,X,X,2018/12/3,,,,
48533,2017,82873020,SIMMONS FIRST NATL CP -CL A,George,Makris,X,X,2018/12/3,,,https://www.linkedin.com/in/george-makris-25787924/,
25360,2017,82880610,SIMON PROPERTY GROUP INC,David,Simon,X,X,2018/12/3,,,,
36685,2017,82968B10,SIRIUS XM HOLDINGS INC,James,Meyer,X,X,2018/12/3,,,,
43402,2017,83001A10,SIX FLAGS ENTERTAINMENT CORP,John,Duffey,X,X,2018/12/3,,,,
31276,2017,83056610,SKECHERS U S A INC,Robert,Greenberg,X,X,2018/12/3,,,,
24897,2017,83088M10,SKYWORKS SOLUTIONS INC,Liam,Griffin,X,X,2018/12/3,,,https://www.linkedin.com/in/liam-griffin-780a35/,
39676,2017,78440X10,SL GREEN REALTY CORP,Marc,Holliday,X,X,2018/12/3,,,,
42418,2017,83125X10,SLEEP NUMBER CORPORATION,Shelly,Ibach,X,X,2018/12/3,,,https://www.linkedin.com/in/shelly-ibach-39aaa04/,
51103,2017,78442P10,SLM CORP,Raymond,Quinlan,X,X,2018/12/3,,,https://www.linkedin.com/in/rayquinlan/,
42342,2017,78454L10,SM ENERGY CO,Javan,Ottoson,X,X,2018/12/3,,,https://www.linkedin.com/in/jay-ottoson-7b336362/,
31684,2017,83186520,SMITH (A O) CORP,Ajita,Rajendra,X,X,2018/12/3,,,,
35527,2017,83215420,SMITH MICRO SOFTWARE INC,William,Smith,X,X,2018/12/3,,,,
24970,2017,83303410,SNAP-ON INC,Nicholas,Pinchuk,X,X,2018/12/3,,,,
58765,2017,83355110,SNYDERS-LANCE INC,Brian,Driscoll,X,X,2018/12/3,,,,
55692,2017,83417M10,SOLAREDGE TECHNOLOGIES INC,Guy,Sella,X,X,2018/12/3,,,,
36421,2017,83545G10,SONIC AUTOMOTIVE INC -CL A,B.,Smith,https://twitter.com/scottsmithsonic,ScottSmithSonic,2018/12/3,1,19,,
7967,2017,83545110,SONIC CORP,J.,Hudson,X,X,2018/12/3,,,,
35358,2017,83549510,SONOCO PRODUCTS CO,M.,Sanders,X,X,2018/12/3,,,,
52649,2017,83589810,SOTHEBY'S,Thomas,Smith,X,X,2018/12/3,,,,
32759,2017,83851810,SOUTH JERSEY INDUSTRIES INC,Michael,Renna,https://twitter.com/michaelrenna95,MichaelRenna95,2018/12/3,1,19,???????????,
27703,2017,84258710,SOUTHERN CO,Thomas,Fanning,https://twitter.com/thomasafanning,ThomasAFanning,2018/12/3,19,1,,
50285,2017,84470P10,SOUTHSIDE BANCSHARES INC,Lee,Gibson,X,X,2018/12/3,,,https://www.linkedin.com/in/lee-gibson-60270094/,
19145,2017,84474110,SOUTHWEST AIRLINES,Gary,Kelly,https://twitter.com/gary_kelly,gary_kelly,2018/12/3,20,0,,
37823,2017,84489510,SOUTHWEST GAS HOLDINGS INC,John,Hester,X,X,2018/12/3,,,,
45321,2017,84546710,SOUTHWESTERN ENERGY CO,William,Way,X,X,2018/12/3,,,,
50600,2017,84681910,SPARTAN MOTORS INC,Daryl,Adams,X,X,2018/12/3,,,https://www.linkedin.com/in/darylmadams/,
33488,2017,84721510,SPARTANNASH CO,David,Staples,X,X,2018/12/3,,,https://www.linkedin.com/in/dave-staples-b15bb713/,
48239,2017,84763R10,SPECTRUM BRANDS HOLDINGS INC,Andreas,Rouv,X,X,2018/12/3,,,,
45991,2017,84763A10,SPECTRUM PHARMACEUTICALS INC,Rajesh,Shrotriya,X,X,2018/12/3,0,0,https://www.linkedin.com/in/rajesh-shrotriya-14ba5323/,
44801,2017,84857L10,SPIRE INC,Suzanne,Sitherwood,https://twitter.com/sitherwood,sitherwood,2018/12/3,,,followers???????????ceo???????,
