CO_PER_ROL,YEAR,CUSIP,CONAME,EXEC_FNAME,EXEC_LNAME,TWITTER,T_NAME,Search Date,company related,personal related,Note,
58702,2017,34354P10,FLOWSERVE CORP,Robert,Rowe,X,X,2018/11/18,X,X,,
37031,2017,34341210,FLUOR CORP,David,Seaton,X,X,2018/11/20,X,X,,
43313,2017,30249130,FMC CORP,Pierre,Brondeau,X,X,2018/11/20,X,X,,
17487,2017,34484910,FOOT LOCKER INC,Richard,Johnson,X,X,2018/11/20,X,X,,
23940,2017,34537086,FORD MOTOR CO,William,Ford,X,X,2018/11/20,X,X,,
45865,2017,34623210,FORESTAR GROUP INC,Phillip,Weber,X,X,2018/11/20,X,X,????????ceo?,
58350,2017,34637510,FORMFACTOR INC,Michael,Slessor,X,X,2018/11/20,X,X,,
39627,2017,34656310,FORRESTER RESEARCH INC,George,Colony,https://twitter.com/gcolony,gcolony,2018/11/20,19,1,,
48674,2017,3.50E+14,FORTINET INC,Ken,Xie,https://twitter.com/KenXieFortinet,KenXieFortinet,2018/11/20,20,0,,
53683,2017,34959J10,FORTIVE CORP,James,Lico,X,X,2018/11/20,X,X,,
44947,2017,34964C10,FORTUNE BRANDS HOME & SECUR,Christopher,Klein,X,X,2018/11/21,X,X,,
17767,2017,34988V10,FOSSIL GROUP INC,Kosta,Kartsotis,X,X,2018/11/21,X,X,,
51795,2017,35086T10,FOUR CORNERS PROPERTY TR INC,William,Lenehan,X,X,2018/11/21,X,X,,
53637,2017,35138V10,FOX FACTORY HOLDING CP,Larry,Enterline,X,X,2018/11/21,X,X,,
55446,2017,35179310,FRANCESCAS HOLDINGS CORP,Steven,Lawrence,X,X,2018/11/21,X,X,,
17953,2017,35346910,FRANKLIN COVEY CO,Robert,Whitman,X,X,2018/11/21,X,X,,
44787,2017,35351410,FRANKLIN ELECTRIC CO INC,Gregg,Sengstack,X,X,2018/11/21,X,X,,
20677,2017,35461310,FRANKLIN RESOURCES INC,Gregory,Johnson,X,X,2018/11/21,X,X,,
39928,2017,35471R10,FRANKLIN STREET PROPERTIES,George,Carter,X,X,2018/11/21,X,X,,
51089,2017,35610810,FREDS INC,Michael K.,Bloom,X,X,2018/11/21,X,X,????????ceo?,
9286,2017,35671D85,FREEPORT-MCMORAN INC,Richard,Adkerson,X,X,2018/11/21,X,X,,
29304,2017,35906A30,FRONTIER COMMUNICATIONS CORP,Daniel,McCarthy,X,X,2018/11/21,X,X,,
60253,2017,30281V10,FTD COMPANIES INC,John,Walden,X,X,2018/11/21,X,X,????????ceo?,
50823,2017,30294110,FTI CONSULTING INC,Steven,Gunby,X,X,2018/11/21,X,X,,
37366,2017,36027110,FULTON FINANCIAL CORP,E.,Wenger,X,X,2018/11/21,X,X,,
48307,2017,36116M10,FUTUREFUEL CORP,Paul,Novelly,X,X,2018/11/21,X,X,,
37664,2017,36467W10,GAMESTOP CORP,J.,Raines,X,X,2018/11/21,X,X,,
51408,2017,36473H10,GANNETT CO INC,Robert,Dickey,X,X,2018/11/21,X,X,,
37246,2017,36476010,GAP INC,Arthur,Peck,https://twitter.com/Artpeck,Artpeck,2018/11/21,X,X,?????????????????????????????????????,
54375,2017,36555P10,GARDNER DENVER HOLDINGS INC,Vicente,Reynal,X,X,2018/11/21,X,X,,
46588,2017,H2906T10,GARMIN LTD,Clifton,Pemble,X,X,2018/11/21,X,X,,
29496,2017,36665110,GARTNER INC,Eugene,Hall,X,X,2018/11/21,X,X,,
14104,2017,36144810,GATX CORP,Brian,Kenney,X,X,2018/11/21,X,X,,
13078,2017,36164V10,GCI LIBERTY INC -OLD,Ronald,Duncan,X,X,2018/11/21,X,X,,
52784,2017,36930010,GENERAL CABLE CORP/DE,Michael,McDonnell,X,X,2018/11/21,X,X,,
45152,2017,36955010,GENERAL DYNAMICS CORP,Phebe,Novakovic,X,X,2018/11/21,X,X,,
21042,2017,36960410,GENERAL ELECTRIC CO,Jeffrey,Immelt,https://twitter.com/JeffImmelt,JeffImmelt,2018/11/21,10,10,????????ceo?,?????????????????????????ceo????
47522,2017,37045V10,GENERAL MOTORS CO,Mary,Barra,https://twitter.com/mtbarra,mtbarra,2018/11/21,15,5,,
29493,2017,37153210,GENESCO INC,Robert,Dennis,X,X,2018/11/21,X,X,,
46363,2017,37155910,GENESEE & WYOMING INC -CL A,John,Hellmann,X,X,2018/11/21,X,X,,
50760,2017,37253A10,GENTHERM INC,Daniel,Coker,X,X,2018/11/21,X,X,????????ceo?,
33962,2017,37246010,GENUINE PARTS CO,Paul,Donahue,X,X,2018/11/21,X,X,,
49157,2017,37247D10,GENWORTH FINANCIAL INC,Thomas,McInerney,https://twitter.com/TomMcInerney82,TomMcInerney82,2018/11/21,X,X,????????????????,
36597,2017,36162J10,GEO GROUP INC,George,Zoley,X,X,2018/11/21,X,X,,
46549,2017,37364X10,GEOSPACE TECHNOLOGIES CORP,Walter,Wheeler,X,X,2018/11/21,X,X,,
48721,2017,37429710,GETTY REALTY CORP,Christopher,Constant,X,X,2018/11/22,X,X,,
45550,2017,36174X10,GGP INC,Sandeep,Mathrani,X,X,2018/11/22,X,X,,
50769,2017,37468910,GIBRALTAR INDUSTRIES INC,Frank,Heard,X,X,2018/11/22,X,X,,
11164,2017,36237H10,G-III APPAREL GROUP LTD,Morris,Goldfarb,X,X,2018/11/22,X,X,,
27491,2017,37555810,GILEAD SCIENCES INC,John,Milligan,X,X,2018/11/22,X,X,,
52152,2017,37637Q10,GLACIER BANCORP INC,Randall,Chesler,X,X,2018/11/22,X,X,,
53289,2017,37718510,GLASSBRIDGE ENTERPRISES INC,Robert,Fernander,X,X,2018/11/22,X,X,???????????????,
24068,2017,37731610,GLATFELTER,Dante,Parrini,X,X,2018/11/22,X,X,,
44570,2017,37940X10,GLOBAL PAYMENTS INC,Jeffrey,Sloan,X,X,2018/11/22,X,X,,
53993,2017,37957720,GLOBUS MEDICAL INC,David,Paul,X,X,2018/11/22,X,X,,
24950,2017,38141G10,GOLDMAN SACHS GROUP INC,Lloyd,Blankfein,https://twitter.com/lloydblankfein,lloydblankfein,2018/11/22,10,10,,
28457,2017,38255010,GOODYEAR TIRE & RUBBER CO,Richard,Kramer,X,X,2018/11/24,X,X,,
46399,2017,38376A10,GOVERNMENT PPTYS INCOME TR,David,Blackman,X,X,2018/11/24,X,X,,
31669,2017,38388F10,GRACE (W R) & CO,Alfred,Festa,X,X,2018/11/24,X,X,,
22036,2017,38410910,GRACO INC,Patrick,McHale,X,X,2018/11/24,X,X,,
50624,2017,38463710,GRAHAM HOLDINGS CO,Timothy,OShaughnessy,https://twitter.com/oshy,oshy,2018/11/24,,,,
38953,2017,38480210,GRAINGER (W W) INC,Donald,MacPherson,X,X,2018/11/24,X,X,,
29018,2017,38732810,GRANITE CONSTRUCTION INC,James,Roberts,X,X,2018/11/24,X,X,,
53738,2017,39036P20,GREAT ELM CAPITAL GROUP INC,Richard,Chernicoff,X,X,2018/11/24,X,X,???????????????,
34682,2017,39116410,GREAT PLAINS ENERGY INC,Terry,Bassham,X,X,2018/11/24,X,X,,
52718,2017,39141610,GREAT WESTERN BANCORP INC,Kenneth,Karels,X,X,2018/11/24,X,X,,
57824,2017,39260X10,GREEN BANCORP INC,Manuel,Mehos,X,X,2018/11/24,X,X,,
48072,2017,39304D10,GREEN DOT CORP,Steven,Streit,X,X,2018/11/24,X,X,,
48293,2017,39322210,GREEN PLAINS INC,Todd,Becker,X,X,2018/11/27,X,X,,
51821,2017,39365710,GREENBRIER COMPANIES INC,William,Furman,X,X,2018/11/27,X,X,,
35826,2017,39525910,GREENHILL & CO INC,Scott,Bok,X,X,2018/11/27,X,X,,
50039,2017,39762410,GREIF INC -CL A,Peter,Watson,X,X,2018/11/27,X,X,,
36556,2017,39843310,GRIFFON CORP,Ronald,Kramer,X,X,2018/11/27,X,X,,
31166,2017,39890510,GROUP 1 AUTOMOTIVE INC,Earl,Hesterberg,X,X,2018/11/27,X,X,,
53449,2017,40161710,GUESS INC,Amigo,Herrero,X,X,2018/11/27,X,X,,
36250,2017,40230710,GULF ISLAND FABRICATION INC,Kirk,Meche,X,X,2018/11/27,X,X,,
49553,2017,40262950,GULFMARK OFFSHORE INC,Quintin,Kneen,X,X,2018/11/27,X,X,,
42963,2017,40263530,GULFPORT ENERGY CORP,Michael,Moore,X,X,2018/11/27,X,X,,
55491,2017,40502410,HAEMONETICS CORP,Christopher,Simon,X,X,2018/11/27,X,X,,
18221,2017,40521710,HAIN CELESTIAL GROUP INC,Irwin,Simon,X,X,2018/11/27,X,X,,
47017,2017,40621610,HALLIBURTON CO,Jeffrey,Miller,X,X,2018/11/27,X,X,,
49891,2017,40650V10,HALYARD HEALTH INC,Robert,Abernathy,X,X,2018/11/27,X,X,,
33994,2017,41012010,HANCOCK WHITNEY CORP,John,Hairston,X,X,2018/11/27,X,X,,
36084,2017,41034510,HANESBRANDS INC,Gerald,Evans,X,X,2018/11/27,X,X,,
43845,2017,41043F20,HANGER INC,Vinit,Asar,X,X,2018/11/27,X,X,,
48991,2017,41049520,HANMI FINANCIAL CORP,Chong,Kum,X,X,2018/11/27,X,X,,
54937,2017,41086710,HANOVER INSURANCE GROUP INC,Joseph,Zubretsky,X,X,2018/11/27,X,X,,
39290,2017,41282210,HARLEY-DAVIDSON INC,Matthew,Levatich,X,X,2018/11/27,X,X,,
24272,2017,41316010,HARMONIC INC,Patrick,Harshman,X,X,2018/11/27,X,X,,
46303,2017,41387510,HARRIS CORP,William,Brown,X,X,2018/11/27,X,X,,
48394,2017,41586410,HARSCO CORP,F.,Grasberger,X,X,2018/11/27,X,X,,
52624,2017,41619620,HARTE HANKS INC,Karen,Puckett,https://twitter.com/Karen_A_Puckett,Karen_A_Puckett,2018/11/27,19,1,,
43932,2017,41651510,HARTFORD FINANCIAL SERVICES,Christopher,Swift,X,X,2018/11/27,X,X,,
21459,2017,41805610,HASBRO INC,Brian,Goldner,https://twitter.com/_bgoldner,_bgoldner,2018/11/27,20,0,,
27441,2017,41959610,HAVERTY FURNITURE,Clarence,Smith,X,X,2018/11/27,X,X,,
23923,2017,41987010,HAWAIIAN ELECTRIC INDS,Constance,Lau,X,X,2018/11/27,X,X,,
51281,2017,41987910,HAWAIIAN HOLDINGS INC,Mark,Dunkerley,X,X,2018/11/27,X,X,,
44486,2017,42087720,HAYNES INTERNATIONAL INC,Mark,Comerford,X,X,2018/11/27,X,X,,
48066,2017,4.04E+14,HCI GROUP INC,Pareshbhai,Patel,X,X,2018/11/27,X,X,,
39322,2017,40414L10,HCP INC,Thomas,Herzog,X,X,2018/11/27,X,X,,
45557,2017,42194610,HEALTHCARE REALTY TRUST INC,Todd,Meredith,X,X,2018/11/27,X,X,,
37431,2017,42190610,HEALTHCARE SERVICES GROUP,Theodore,Wahl,https://twitter.com/tedwahlhcsg,edWahlHCSG,2018/11/27,17,3,,
51373,2017,42226A10,HEALTHEQUITY INC,Jon,Kessler,X,X,2018/11/27,X,X,,
46240,2017,42222N10,HEALTHSTREAM INC,Robert,Frist,X,X,2018/11/27,X,X,,
28921,2017,42234710,HEARTLAND EXPRESS INC,Michael,Gerdin,X,X,2018/11/27,X,X,,
24817,2017,42270410,HECLA MINING CO,Phillips,Baker,X,X,2018/11/27,X,X,,
52952,2017,42281910,HEIDRICK & STRUGGLES INTL,Krishnan,Rajagopalan,https://twitter.com/KRajagopalan_,KRajagopalan_,2018/11/27,4,0,??2013??????????????,
18111,2017,42330P10,HELIX ENERGY SOLUTIONS GROUP,Owen,Kratz,X,X,2018/11/27,X,X,,
32073,2017,42345210,HELMERICH & PAYNE,John,Lindsay,X,X,2018/11/27,X,X,,
51593,2017,42628110,HENRY (JACK) & ASSOCIATES,David,Foss,X,X,2018/11/27,X,X,,
54449,2017,42782550,HERSHA HOSPITALITY TRUST,Jay,Shah,X,X,2018/11/27,X,X,,
30359,2017,42786610,HERSHEY CO,Michele,Buck,X,X,2018/11/27,X,X,,
54973,2017,4.28E+34,HESKA CORP,Kevin,Wilson,X,X,2018/11/27,X,X,,
79,2017,42809H10,HESS CORP,John,Hess,X,X,2018/11/27,X,X,,
51789,2017,42824C10,HEWLETT PACKARD ENTERPRISE,Margaret,Whitman,https://twitter.com/MegWhitman,MegWhitman,2018/11/28,X,X,,
38838,2017,60899Z00,HEXION INC,Craig,Morrison,X,X,2018/11/28,X,X,,
51230,2017,40418F10,HFF INC,Mark,Gibson,X,X,2018/11/28,X,X,,
27864,2017,42856710,HIBBETT SPORTS INC,Jeffry,Rosenthal,X,X,2018/11/28,X,X,,
37424,2017,43114K10,HIGHPOINT RESOURCES CORP,R.,Woodall,X,X,2018/11/28,X,X,,
26485,2017,43128410,HIGHWOODS PROPERTIES INC,Edward,Fritsch,X,X,2018/11/28,X,X,,
36629,2017,43157110,HILLENBRAND INC,Joe,Raver,X,X,2018/11/28,X,X,,
43058,2017,43147510,HILL-ROM HOLDINGS INC,John,Greisch,X,X,2018/11/28,X,X,,
47815,2017,43300A20,HILTON WORLDWIDE HOLDINGS,Christopher,Nassetta,X,X,2018/11/28,X,X,,
34783,2017,40425J10,HMS HOLDINGS CORP,William,Lucia,https://twitter.com/BCLHMS,BCLHMS,2018/11/28,X,X,,
24028,2017,40425110,HNI CORP,Stanley,Askren,X,X,2018/11/28,X,X,,
38622,2017,43610610,HOLLYFRONTIER CORP,George,Damiris,X,X,2018/11/28,X,X,,
49889,2017,43644010,HOLOGIC INC,Stephen,MacMillan,X,X,2018/11/28,X,X,,
39973,2017,43689320,HOME BANCSHARES INC,C.,Sims,X,X,2018/11/28,X,X,,
34193,2017,43707610,HOME DEPOT INC,Craig,Menear,X,X,2018/11/28,X,X,,
54003,2017,43785V10,HOMESTREET INC,Mark,Mason,https://twitter.com/Masoniam,Masoniam,2018/11/28,X,X,,
54028,2017,43851610,HONEYWELL INTERNATIONAL INC,Darius,Adamczyk,X,X,2018/11/28,X,X,,
49288,2017,43910420,HOOPER HOLMES INC,Henry,Dubois,X,X,2018/11/28,X,X,,
49506,2017,43940T10,HOPE BANCORP INC,Kevin,Kim,X,X,2018/11/28,X,X,,
48929,2017,44032710,HORACE MANN EDUCATORS CORP,Marita,Zuraitis,X,X,2018/11/28,X,X,,
53878,2017,44045210,HORMEL FOODS CORP,James,Snee,X,X,2018/11/28,X,X,,
33011,2017,44054310,HORNBECK OFFSHORE SVCS INC,Todd,Hornbeck,X,X,2018/11/28,X,X,,
23057,2017,44106M10,HOSPITALITY PROPERTIES TRUST,John,Murray,X,X,2018/11/28,X,X,,
32438,2017,44107P10,HOST HOTELS & RESORTS INC,James,Risoleo,X,X,2018/11/28,X,X,,
30914,2017,44248720,HOVNANIAN ENTRPRS INC -CL A,Ara,Hovnanian,X,X,2018/11/28,X,X,,
48404,2017,40434L10,HP INC,Dion,Weisler,https://twitter.com/dionweisler,dionweisler,2018/11/28,0,0,???,
30455,2017,44332010,HUB GROUP INC -CL A,David,Yeager,X,X,2018/11/28,X,X,,
32756,2017,44351060,HUBBELL INC,David,Nord,X,X,2018/11/28,X,X,,
45547,2017,44485910,HUMANA INC,Bruce,Broussard,https://twitter.com/BruceDBroussard,BruceDBroussard,2018/11/28,20,0,,
45173,2017,44565810,HUNT (JB) TRANSPRT SVCS INC,John,Roberts,X,X,2018/11/28,X,X,,
38979,2017,44615010,HUNTINGTON BANCSHARES,Stephen,Steinour,X,X,2018/11/28,X,X,,
44347,2017,44641310,HUNTINGTON INGALLS IND INC,C.,Petters,X,X,2018/11/28,X,X,,
53240,2017,44919P50,IAC/INTERACTIVECORP,Joseph,Levin,https://twitter.com/joeyl,joeyl,2018/11/28,0,0,???,
55260,2017,45105510,ICONIX BRAND GROUP INC,John,Haugh,https://twitter.com/sgh_john,sgh_john,2018/11/28,20,0,????????2016?????????????,
51117,2017,44930G10,ICU MEDICAL INC,Vivek,Jain,X,X,2018/11/28,X,X,,
20591,2017,45170X20,IDENTIV INC,Steven,Humphreys,X,X,2018/11/28,X,X,,
26336,2017,45168D10,IDEXX LABS INC,Jonathan,Ayers,X,X,2018/11/29,X,X,,
45089,2017,45174J10,IHEARTMEDIA INC,Robert,Pittman,https://twitter.com/PittmanRadio,PittmanRadio,2018/11/29,18,2,,
55521,2017,G4756710,IHS MARKIT LTD,Jerre,Stead,X,X,2018/11/29,X,X,,
36270,2017,90210410,II-VI INC,Vincent,Mattera,X,X,2018/11/29,X,X,,
37975,2017,44967H10,ILG INC,Craig,Nash,X,X,2018/11/29,X,X,,
38981,2017,45230810,ILLINOIS TOOL WORKS,E.,Santi,X,X,2018/11/29,X,X,,
51887,2017,45232710,ILLUMINA INC,Francis,deSouza,https://twitter.com/fdesouza,fdesouza,2018/11/29,20,0,,
59445,2017,45256B10,IMPAX LABORATORIES INC,Paul,Bisaro,https://twitter.com/PaulBisaro,PaulBisaro,2018/11/29,0,0,??2017?????????,
50766,2017,45337C10,INCYTE CORP,Herv,Hoppenot,https://twitter.com/IloveIncyte,IloveIncyte,2018/11/29,14,6,,
55483,2017,45378A10,INDEPENDENCE REALTY TRUST,Scott,Schaeffer,X,X,2018/11/29,X,X,,
39396,2017,45383610,INDEPENDENT BANK CORP/MA,Christopher,Oddleifson,https://twitter.com/chrisoddleifson,chrisoddleifson,2018/11/29,14,0,,
34699,2017,45383860,INDEPENDENT BANK CORP/MI,William,Kessel,X,X,2018/11/29,X,X,,
29118,2017,45665Q10,INFINITY PROPERTY & CAS CORP,James,Gober,X,X,2018/11/29,X,X,,
28677,2017,G4779110,INGERSOLL-RAND PLC,Michael,Lamach,X,X,2018/11/29,X,X,,
53253,2017,45688C10,INGEVITY CORP,D.,Wilson,X,X,2018/11/29,X,X,,
42409,2017,45718710,INGREDION INC,Ilene,Gordon,X,X,2018/11/29,X,X,,
53053,2017,45774N10,INNOPHOS HOLDINGS INC,Kim,Mink,X,X,2018/11/29,X,X,,
51472,2017,45768S10,INNOSPEC INC,Patrick,Williams,X,X,2018/11/29,X,X,,
53988,2017,45781M10,INNOVIVA INC,Michael,Aguiar,X,X,2018/11/29,X,X,?????????,
51365,2017,45780L10,INOGEN INC,Scott,Wilkinson,X,X,2018/11/30,X,X,,
53330,2017,45782B10,INSEEGO CORP,Susan,Swenson,X,X,2018/11/30,X,X,,
43923,2017,45765U10,INSIGHT ENTERPRISES INC,Kenneth,Lamneck,X,X,2018/11/30,X,X,,
19815,2017,45778Q10,INSPERITY INC,Paul,Sarvadi,X,X,2018/11/30,X,X,,
51752,2017,45780R10,INSTALLED BLDG PRODUCTS INC,Jeffrey,Edwards,X,X,2018/11/30,X,X,,
5936,2017,45774W10,INSTEEL INDUSTRIES,Howard,Woltz,X,X,2018/11/30,X,X,,
59610,2017,45826H10,INTEGER HOLDINGS CORP,Joseph,Dziedzic,X,X,2018/11/30,X,X,,
43925,2017,45798520,INTEGRA LIFESCIENCES HLDGS,Peter,Arduini,X,X,2018/11/30,X,X,,
47026,2017,45814010,INTEL CORP,Brian,Krzanich,https://twitter.com/bkrunner,bkrunner,2018/11/30,17,3,,
44459,2017,45833410,INTER PARFUMS INC,Jean,Madar,X,X,2018/11/30,X,X,,
42877,2017,45841N10,INTERACTIVE BROKERS GROUP,Thomas,Peterffy,https://twitter.com/thomas_peterffy,thomas_peterffy,2018/11/30,0,0,??????,
34709,2017,45866F10,INTERCONTINENTAL EXCHANGE,Jeffrey,Sprecher,X,X,2018/11/30,X,X,,
46308,2017,45867G10,INTERDIGITAL INC,William,Merritt,X,X,2018/11/30,X,X,,
52496,2017,45866530,INTERFACE INC,Jay,Gould,X,X,2018/11/30,X,X,,
55025,2017,45885A40,INTERNAP CORP,Peter,Aquino,X,X,2018/11/30,X,X,,
29980,2017,46069010,INTERPUBLIC GROUP OF COS,Michael,Roth,X,X,2018/11/30,X,X,,
49000,2017,46114810,INTEVAC INC,Wendell,Blonigan,X,X,2018/11/30,X,X,,
39431,2017,45904410,INTL BANCSHARES CORP,Dennis,Nixon,X,X,2018/11/30,X,X,,
36942,2017,45920010,INTL BUSINESS MACHINES CORP,Virginia,Rometty,X,X,2018/11/30,X,X,,
51637,2017,46116V10,INTL FCSTONE INC,Sean,O'Connor,X,X,2018/11/30,X,X,,
50063,2017,45950610,INTL FLAVORS & FRAGRANCES,Andreas,Fibig,X,X,2018/11/30,X,X,,
45185,2017,46014610,INTL PAPER CO,Mark,Sutton,X,X,2018/11/30,X,X,,
18155,2017,46033520,INTL SPEEDWAY CORP -CL A,Lesa,Kennedy,https://twitter.com/LesaISC,LesaISC,2018/11/30,20,0,,
40054,2017,46121Y10,INTREPID POTASH INC,Robert,Jornayvaz,X,X,2018/11/30,X,X,,
30009,2017,46120210,INTUIT INC,Brad,Smith,https://twitter.com/IntuitBrad,IntuitBrad,2018/11/30,17,3,,
29715,2017,4.61E+64,INTUITIVE SURGICAL INC,Gary,Guthart,X,X,2018/11/30,X,X,,
52501,2017,46120310,INVACARE CORP,Matthew,Monaghan,X,X,2018/11/30,X,X,,
35964,2017,G491BT10,INVESCO LTD,Martin,Flanagan,X,X,2018/11/30,X,X,,
55329,2017,46145F10,INVESTMENT TECHNOLOGY GP INC,Francis,Troise,X,X,2018/11/30,X,X,,
33058,2017,46204420,ION GEOPHYSICAL CORP,R.,Hanson,X,X,2018/11/30,X,X,,
46173,2017,46261300,IPALCO ENTERPRISES INC,Kenneth,Zagzebski,X,X,2018/11/30,X,X,,
49957,2017,44980X10,IPG PHOTONICS CORP,Valentin,Gapontsev,X,X,2018/11/30,X,X,,
55641,2017,46266C10,IQVIA HOLDINGS INC,Ari,Bousbib,X,X,2018/11/30,X,X,,
50397,2017,46269C10,IRIDIUM COMMUNICATIONS INC,Matthew,Desch,https://twitter.com/IridiumBoss,IridiumBoss,2018/11/30,20,0,,
44621,2017,46272610,IROBOT CORP,Colin,Angle,X,X,2018/11/30,X,X,,
49005,2017,46284V10,IRON MOUNTAIN INC,William,Meaney,X,X,2018/11/30,X,X,,
30920,2017,45031U10,ISTAR INC,Jay,Sugarman,X,X,2018/11/30,X,X,,
28524,2017,46574110,ITRON INC,Philip,Mezey,https://twitter.com/PhilipMezey,PhilipMezey,2018/11/30,X,X,???,
34198,2017,45073V10,ITT INC,Denise,Ramos,X,X,2018/11/30,X,X,,
7184,2017,46603210,J & J SNACK FOODS CORP,Gerald,Shreiber,X,X,2018/11/30,X,X,,
60202,2017,46699D00,J CREW GROUP INC,James,Brett,X,X,2018/12/7,X,X,,
36282,2017,48123V10,J2 GLOBAL INC,Nehemia,Zucker,X,X,2018/12/7,X,X,,
43104,2017,46636710,JACK IN THE BOX INC,Leonard,Comma,X,X,2018/12/7,X,X,,
51716,2017,46981410,JACOBS ENGINEERING GROUP INC,Steven,Demetriou,X,X,2018/12/7,X,X,,
58429,2017,G5005R10,JAMES RIVER GROUP HLDGS LTD,Jonathan,Abram,X,X,2018/12/7,X,X,,
58569,2017,G4474Y21,JANUS HENDERSON GROUP PLC,Richard,Weil,X,X,2018/12/7,X,X,,
60153,2017,46590V10,JBG SMITH PPTYS,W.,Kelly,X,X,2018/12/7,X,X,,
48744,2017,47233W10,JEFFERIES FINANCIAL GRP INC,Richard,Handler,https://twitter.com/HandlerRich,HandlerRich,2018/12/7,20,0,,
37854,2017,47714310,JETBLUE AIRWAYS CORP,Robin,Hayes,X,X,2018/12/7,X,X,,
49221,2017,47783910,JOHN BEAN TECHNOLOGIES,Thomas,Giacomini,X,X,2018/12/7,X,X,,
45191,2017,47816010,JOHNSON & JOHNSON,Alex,Gorsky,X,X,2018/12/7,X,X,,
38449,2017,G5150210,JOHNSON CONTROLS INTL PLC,Alex,Molinaroli,https://twitter.com/amolinaroli,amolinaroli,2018/12/7,9,11,?????,
42401,2017,48020Q10,JONES LANG LASALLE INC,Christian,Ulbrich,X,X,2018/12/7,X,X,,
28857,2017,46625H10,JPMORGAN CHASE & CO,James,Dimon,X,X,2018/12/7,X,X,,
47383,2017,48203R10,JUNIPER NETWORKS INC,Rami,Rahim,https://twitter.com/ramirahim,ramirahim,2018/12/7,20,0,,
42948,2017,48300770,KAISER ALUMINUM CORP,Jack,Hockema,X,X,2018/12/7,X,X,,
33999,2017,48354810,KAMAN CORP,Neal,Keating,X,X,2018/12/7,X,X,,
32922,2017,48517030,KANSAS CITY SOUTHERN,Patrick,Ottensmeyer,X,X,2018/12/7,X,X,,
43218,2017,48562P10,KAPSTONE PAPER & PACKAGING,Matthew,Kaplan,X,X,2018/12/7,X,X,,
18188,2017,48666K10,KB HOME,Jeffrey,Mezger,X,X,2018/12/7,X,X,,
50982,2017,48242W10,KBR INC,Stuart J.,Bradie,X,X,2018/12/7,X,X,,
28564,2017,48783610,KELLOGG CO,John,Bryant,X,X,2018/12/7,X,X,,
34754,2017,48815220,KELLY SERVICES INC -CL A,George,Corona,X,X,2018/12/7,X,X,,
29609,2017,48836020,KEMET CORP,Per-Olof,Loof,X,X,2018/12/7,X,X,,
52714,2017,48840110,KEMPER CORP/DE,Joseph,Lacher,X,X,2018/12/7,X,X,,
53538,2017,48917010,KENNAMETAL INC,Ronald,Feo,X,X,2018/12/7,X,X,,
32281,2017,49326710,KEYCORP,Beth,Mooney,X,X,2018/12/7,X,X,,
49883,2017,49338L10,KEYSIGHT TECHNOLOGIES INC,Ronald,Nersesian,X,X,2018/12/7,X,X,,
23066,2017,49427F10,KILROY REALTY CORP,John,Kilroy,X,X,2018/12/7,X,X,,
4834,2017,49436810,KIMBERLY-CLARK CORP,Thomas,Falk,X,X,2018/12/7,X,X,,
48932,2017,49446R10,KIMCO REALTY CORP,Conor,Flynn,X,X,2018/12/7,X,X,,
30727,2017,49456B10,KINDER MORGAN INC,Steven,Kean,X,X,2018/12/7,X,X,,
41221,2017,49458010,KINDRED HEALTHCARE INC,Benjamin,Breier,X,X,2018/12/7,X,X,,
43347,2017,49726610,KIRBY CORP,David,Grzebinski,X,X,2018/12/7,X,X,,
42842,2017,49749810,KIRKLAND'S INC,W.,Madden,X,X,2018/12/7,X,X,,
34764,2017,49803T30,KITE REALTY GROUP TRUST,John,Kite,X,X,2018/12/7,X,X,,
26372,2017,48248010,KLA-TENCOR CORP,Richard,Wallace,X,X,2018/12/7,X,X,,
49900,2017,48253910,KLX INC,Amin,Khoury,X,X,2018/12/7,X,X,,
48536,2017,49926D10,KNOWLES CORP,Jeffrey,Niew,X,X,2018/12/7,X,X,,
12926,2017,50025510,KOHL'S CORP,Kevin,Mansell,X,X,2018/12/7,X,X,,
20454,2017,50060010,KOPIN CORP,Chin,Fan,X,X,2018/12/7,X,X,,
44305,2017,50060P10,KOPPERS HOLDINGS INC,Leroy,Ball,X,X,2018/12/7,X,X,,
48399,2017,50075410,KRAFT HEINZ CO,Bernardo,Hees,X,X,2018/12/7,X,X,,
44636,2017,50077C10,KRATON CORP,Kevin,Fogarty,X,X,2018/12/7,X,X,,
16382,2017,50104410,KROGER CO,William,McMullen,X,X,2018/12/8,X,X,,
59934,2017,50124210,KULICKE & SOFFA INDUSTRIES,Fusen,Chen,X,X,2018/12/8,X,X,,
1329,2017,50179710,L BRANDS INC,Leslie,Wexner,https://twitter.com/Les_Wexner,Les_Wexner,2018/12/8,4,1,??????????,
19200,2017,50241310,L3 TECHNOLOGIES INC,Michael,Strianese,X,X,2018/12/8,X,X,,
31744,2017,51280710,LAM RESEARCH CORP,Martin,Anstice,X,X,2018/12/8,X,X,,
34781,2017,51281610,LAMAR ADVERTISING CO -CL A,Sean,Reilly,X,X,2018/12/8,X,X,,
3396,2017,51384710,LANCASTER COLONY CORP,John,Gerlach,X,X,2018/12/8,X,X,,
34840,2017,51509810,LANDSTAR SYSTEM INC,James,Gattoni,X,X,2018/12/8,X,X,,
49486,2017,51601210,LANNETT CO INC,Arthur,Bedrosian,X,X,2018/12/8,X,X,,
